"season","from","to","weight"
2,"Minister","Mr Green",1
2,"Minister","Mrs Green",1
2,"Minister","Phoebe",1
2,"Minister","Rachel",1
2,"Minister","Ross",1
2,"Minister","Susan",1
2,"Minister","Woman",1
2,"Monica","Mr a",1
2,"Monica","Mr Boyle",1
2,"Monica","Mr Geller",8
2,"Monica","Mr Green",1
2,"Monica","Mr Greene",3
2,"Monica","Mr Heckles",1
2,"Monica","Mr Treeger",2
2,"Monica","Mrs Geller",10
2,"Monica","Mrs Green",1
2,"Monica","Mrs Greene",3
2,"Monica","Paulo",2
2,"Monica","Phoebe",79
2,"Monica","Rachel",87
2,"Monica","Radio",1
2,"Monica","Richard",20
2,"Monica","Rob",3
2,"Monica","Ross",75
2,"Monica","Roy",1
2,"Monica","Rtst",3
2,"Monica","Russ",2
2,"Monica","Security Guard",2
2,"Monica","Stephanie",1
2,"Monica","Steve",1
2,"Monica","Susan",5
2,"Monica","Susie",1
2,"Monica","Terry",1
2,"Monica","Trainer",1
2,"Monica","Tv Doctor",1
2,"Monica","Van Damme",3
2,"Monica","Waiter",2
2,"Monica","Waitress",1
2,"Monica","Woman",1
2,"Mover","Ross",1
2,"Mr a","Mr Green",1
2,"Mr a","Mrs Green",1
2,"Mr a","Phoebe",1
2,"Mr a","Rachel",1
2,"Mr a","Ross",1
2,"Mr a","Susan",1
2,"Mr a","Woman",1
2,"Mr Boyle","Mr Heckles",1
2,"Mr Boyle","Mr Treeger",1
2,"Mr Boyle","Phoebe",1
2,"Mr Boyle","Rachel",1
2,"Mr Boyle","Ross",1
2,"Mr Buffay","Phoebe",1
2,"Mr Geller","Mrs Geller",8
2,"Mr Geller","Phoebe",1
2,"Mr Geller","Rachel",2
2,"Mr Geller","Richard",4
2,"Mr Geller","Ross",6
2,"Mr Geller","Roy",1
2,"Mr Green","Mrs Green",1
2,"Mr Green","Phoebe",1
2,"Mr Green","Rachel",1
2,"Mr Green","Ross",1
2,"Mr Green","Susan",1
2,"Mr Green","Woman",1
2,"Mr Greene","Mrs Geller",1
2,"Mr Greene","Mrs Greene",3
2,"Mr Greene","Phoebe",3
2,"Mr Greene","Rachel",2
2,"Mr Greene","Ross",2
2,"Mr Heckles","Mr Treeger",1
2,"Mr Heckles","Phoebe",1
2,"Mr Heckles","Rachel",1
2,"Mr Heckles","Ross",1
2,"Mr Treeger","Phoebe",1
2,"Mr Treeger","Rachel",2
2,"Mr Treeger","Ross",2
2,"Mr Wineburg","Mrs Wineburg",1
2,"Mr Wineburg","Rachel",1
2,"Mr Wineburg","Ross",1
2,"Mrs Geller","Mrs Greene",1
2,"Mrs Geller","Phoebe",2
2,"Mrs Geller","Rachel",3
2,"Mrs Geller","Richard",3
2,"Mrs Geller","Ross",6
2,"Mrs Geller","Roy",1
2,"Mrs Green","Phoebe",1
2,"Mrs Green","Rachel",1
2,"Mrs Green","Ross",1
2,"Mrs Green","Susan",1
2,"Mrs Green","Woman",1
2,"Mrs Greene","Phoebe",3
2,"Mrs Greene","Rachel",2
2,"Mrs Greene","Ross",2
2,"Mrs Wineburg","Rachel",1
2,"Mrs Wineburg","Ross",1
2,"Old Woman","Ross",1
2,"Paulo","Phoebe",2
2,"Paulo","Rachel",2
2,"Paulo","Ross",1
2,"Phoebe","Producer",1
2,"Phoebe","Rachel",88
2,"Phoebe","Richard",6
2,"Phoebe","Rob",4
2,"Phoebe","Ross",68
2,"Phoebe","Roy",1
2,"Phoebe","Russ",4
2,"Phoebe","Ryan",4
2,"Phoebe","Security Guard",1
2,"Phoebe","Stephanie",1
2,"Phoebe","Steve",1
2,"Phoebe","Susan",3
2,"Phoebe","Susie",1
2,"Phoebe","Tattoo Artist",1
2,"Phoebe","Terry",1
2,"Phoebe","Trainer",1
2,"Phoebe","Van Damme",1
2,"Phoebe","Waiter",1
2,"Phoebe","Waitress",1
2,"Phoebe","Woman",1
2,"Rachel","Radio",1
2,"Rachel","Rahcel",1
2,"Rachel","Richard",9
2,"Rachel","Rob",3
2,"Rachel","Ross",96
2,"Rachel","Roy",1
2,"Rachel","Russ",3
2,"Rachel","Ryan",3
2,"Rachel","Security Guard",1
2,"Rachel","Stephanie",1
2,"Rachel","Steve",1
2,"Rachel","Stranger",1
2,"Rachel","Susan",3
2,"Rachel","Susie",1
2,"Rachel","Tattoo Artist",1
2,"Rachel","Terry",1
2,"Rachel","Trainer",1
2,"Rachel","Tv Doctor",1
2,"Rachel","Van Damme",2
2,"Rachel","Waiter",2
2,"Rachel","Waitress",1
2,"Rachel","Wedding Planner",1
2,"Rachel","Woman",1
2,"Radio","Ross",1
2,"Rahcel","Ross",1
2,"Richard","Ross",12
2,"Rob","Ross",2
2,"Ross","Roy",1
2,"Ross","Russ",2
2,"Ross","Ryan",3
2,"Ross","Security Guard",2
2,"Ross","Stephanie",1
2,"Ross","Steve",1
2,"Ross","Susan",7
2,"Ross","Susie",2
2,"Ross","Terry",1
2,"Ross","Trainer",1
2,"Ross","Tv Doctor",1
2,"Ross","Van Damme",1
2,"Ross","Waiter",1
2,"Ross","Waitress",1
2,"Ross","Wedding Planner",1
2,"Ross","Woman",1
2,"Security Guard","Susie",1
2,"Security Guard","Trainer",1
2,"Security Guard","Van Damme",1
2,"Stephanie","Terry",1
2,"Steve","Waiter",1
2,"Steve","Waitress",1
2,"Susan","Woman",1
2,"Susie","Trainer",1
2,"Susie","Van Damme",1
2,"Trainer","Van Damme",1
2,"Waiter","Waitress",1
3,"Alice","Chandler",1
3,"Alice","Frank",2
3,"Alice","Joey",1
3,"Alice","Monica",1
3,"Alice","Phoebe",3
3,"Alice","Rachel",1
3,"Alice","Ross",1
3,"Anchorwoman","Chandler",1
3,"Anchorwoman","Joey",1
3,"Anchorwoman","Ross",1
3,"Announcer","Monica",1
3,"Announcer","Pete",1
3,"Announcer","Referee",1
3,"Announcer","Ross",1
3,"Bass Singer","Julio",1
3,"Bass Singer","Man",1
3,"Bass Singer","Quartet",1
3,"Ben","Joey",1
3,"Ben","Monica",2
3,"Ben","Phoebe",2
3,"Ben","Rachel",2
3,"Ben","Ross",1
3,"Billy Crystal","Chandler",1
3,"Billy Crystal","Joey",1
3,"Billy Crystal","Monica",1
3,"Billy Crystal","Phoebe",1
3,"Billy Crystal","Rachel",1
3,"Billy Crystal","Robin Williams",1
3,"Billy Crystal","Ross",1
3,"Bonnie","Chandler",6
3,"Bonnie","Joey",5
3,"Bonnie","Monica",3
3,"Bonnie","Phoebe",5
3,"Bonnie","Rachel",7
3,"Bonnie","Ross",6
3,"Bonnie","The Girls",1
3,"Bonnie","The Guys",1
3,"Cailin","Chandler",1
3,"Cailin","Estelle",1
3,"Cailin","Joey",1
3,"Cailin","Lauren",1
3,"Cailin","Man",1
3,"Cailin","Monica",1
3,"Cailin","Pete",1
3,"Cailin","Rachel",2
3,"Cailin","Ross",2
3,"Cailin","The Director",1
3,"Cailin","Tommy",1
3,"Carol","Chandler",1
3,"Carol","Joey",1
3,"Carol","Monica",3
3,"Carol","Phoebe",1
3,"Carol","Rachel",1
3,"Carol","Ross",5
3,"Carol","Susan",2
3,"Chandler","Chloe",2
3,"Chandler","Cookie",2
3,"Chandler","Doug",4
3,"Chandler","Eric",1
3,"Chandler","Estelle",1
3,"Chandler","Frank",2
3,"Chandler","Ginger",3
3,"Chandler","Gunther",12
3,"Chandler","Guru Saj",1
3,"Chandler","Guy",1
3,"Chandler","Hold Voice",1
3,"Chandler","Host",1
3,"Chandler","Issac",2
3,"Chandler","Janice",9
3,"Chandler","Joanna",2
3,"Chandler","Joey",103
3,"Chandler","Joey's Grandmom",1
3,"Chandler","Joey's Sister",1
3,"Chandler","Joey's Sisters",2
3,"Chandler","Lauren",1
3,"Chandler","Leslie",1
3,"Chandler","Machine",2
3,"Chandler","Margha",2
3,"Chandler","Mary-Angela",1
3,"Chandler","Mary-Theresa",1
3,"Chandler","Matress King",1
3,"Chandler","Michelle",1
3,"Chandler","Mike",1
3,"Chandler","Monica",82
3,"Chandler","Pete",5
3,"Chandler","Pete's Mom",1
3,"Chandler","Phil",1
3,"Chandler","Phoebe",79
3,"Chandler","Rachel",81
3,"Chandler","Richard",2
3,"Chandler","Robert",4
3,"Chandler","Robin Williams",1
3,"Chandler","Ross",91
3,"Chandler","Sarah",2
3,"Chandler","Sherman Whitfield",1
3,"Chandler","Singer",2
3,"Chandler","Sister 1",1
3,"Chandler","Sophie",1
3,"Chandler","Stevens",2
3,"Chandler","Susan",1
3,"Chandler","The Director",1
3,"Chandler","The Girls",2
3,"Chandler","The Guys",4
3,"Chandler","Tommy",2
3,"Chandler","Tv Announcer",1
3,"Chandler","Vince",1
3,"Chandler","Waitress",1
3,"Chandler","Walker",1
3,"Chandler","Whitfield",1
3,"Chandler","Woman",2
3,"Chandler","Woman's Voice",1
3,"Chloe","Issac",3
3,"Chloe","Joey",1
3,"Chloe","Mark",1
3,"Chloe","Rachel",2
3,"Chloe","Ross",5
3,"Clerk","Monica",1
3,"Clerk","Richard",1
3,"Cookie","Gunther",1
3,"Cookie","Joey",2
3,"Cookie","Joey's Grandmom",1
3,"Cookie","Joey's Sister",1
3,"Cookie","Joey's Sisters",1
3,"Cookie","Mary-Angela",1
3,"Cookie","Mary-Theresa",1
3,"Cookie","Monica",1
3,"Cookie","Phoebe",1
3,"Cookie","Rachel",1
3,"Cookie","Ross",1
3,"Cookie","Sister 1",1
3,"Director","Joey",3
3,"Doug","Phil",1
3,"Doug","Stevens",2
3,"Dr Green","Rachel",3
3,"Dr Green","Ross",3
3,"Dr Johnson","Dr Rhodes",1
3,"Dr Johnson","Ross",1
3,"Dr Rhodes","Ross",2
3,"Employee","Monica",1
3,"Employee","Pete",1
3,"Employee","Secretary",1
3,"Eric","Monica",1
3,"Eric","Mr Heckles",1
3,"Eric","Phoebe",1
3,"Eric","Ross",1
3,"Estelle","Joey",1
3,"Estelle","Lauren",1
3,"Estelle","Monica",1
3,"Estelle","Pete",1
3,"Estelle","Rachel",1
3,"Estelle","Ross",1
3,"Estelle","The Director",1
3,"Fireman","Phoebe",1
3,"Fireman","Vince",1
3,"Frank","Girl",1
3,"Frank","Jasmine",1
3,"Frank","Joey",3
3,"Frank","Monica",2
3,"Frank","Phoebe",8
3,"Frank","Rachel",2
3,"Frank","Ross",3
3,"Ginger","Gunther",1
3,"Ginger","Joey",1
3,"Ginger","Phoebe",1
3,"Ginger","Woman",1
3,"Girl","Jasmine",1
3,"Girl","Leader",1
3,"Girl","Phoebe",1
3,"Girl","Ross",1
3,"Gunther","Janice",1
3,"Gunther","Joey",7
3,"Gunther","Joey's Sisters",1
3,"Gunther","Mark",1
3,"Gunther","Monica",9
3,"Gunther","Phoebe",8
3,"Gunther","Rachel",12
3,"Gunther","Robert",1
3,"Gunther","Ross",11
3,"Gunther","Sister 1",1
3,"Gunther","Tommy",1
3,"Gunther","Woman",1
3,"Guru Saj","Joey",1
3,"Guru Saj","Ross",1
3,"Guy","Joey",4
3,"Guy","Monica",4
3,"Guy","Phoebe",5
3,"Guy","Rachel",3
3,"Guy","Ross",2
3,"Hold Voice","Joey",1
3,"Hold Voice","Monica",3
3,"Hold Voice","Phoebe",3
3,"Hold Voice","Rachel",1
3,"Hoshi","Monica",1
3,"Hoshi","Pete",1
3,"Host","Joey",1
3,"Host","Mike",1
3,"Host","Phoebe",1
3,"Host","Rachel",1
3,"Host","Ross",1
3,"Hypnosis Tape","Joey",2
3,"Isabella","Monica",1
3,"Isabella","Rachel",1
3,"Isabella","Ross",1
3,"Issac","Joey",1
3,"Issac","Ross",2
3,"Janice","Jester",1
3,"Janice","Joey",7
3,"Janice","Matress King",1
3,"Janice","Monica",3
3,"Janice","Phoebe",4
3,"Janice","Rachel",2
3,"Janice","Ross",2
3,"Jasmine","Phoebe",1
3,"Jasmine","Ross",1
3,"Jason","Phoebe",3
3,"Jason","Vince",1
3,"Jeannine","Julio",1
3,"Jeannine","Monica",1
3,"Jester","Joey",1
3,"Jester","Monica",1
3,"Joanna","Rachel",4
3,"Joanna","Sophie",3
3,"Joey","Joey's Grandmom",1
3,"Joey","Joey's Sister",1
3,"Joey","Joey's Sisters",2
3,"Joey","Kate",9
3,"Joey","Lauren",6
3,"Joey","Leslie",1
3,"Joey","Machine",2
3,"Joey","Margha",2
3,"Joey","Mary-Angela",1
3,"Joey","Mary-Theresa",1
3,"Joey","Matress King",1
3,"Joey","Michelle",1
3,"Joey","Mike",1
3,"Joey","Monica",77
3,"Joey","Pete",5
3,"Joey","Pete's Mom",1
3,"Joey","Phoebe",77
3,"Joey","Rachel",64
3,"Joey","Richard",2
3,"Joey","Robert",2
3,"Joey","Robin Williams",1
3,"Joey","Ross",74
3,"Joey","Sarah",1
3,"Joey","Singer",2
3,"Joey","Sister 1",1
3,"Joey","Stage Manager",2
3,"Joey","Student",2
3,"Joey","Susan",1
3,"Joey","The Director",7
3,"Joey","The Girls",2
3,"Joey","The Guys",4
3,"Joey","Tv Announcer",1
3,"Joey","Vince",1
3,"Joey","Woman",2
3,"Joey","Woman's Voice",1
3,"Joey's Grandmom","Joey's Sister",1
3,"Joey's Grandmom","Mary-Angela",1
3,"Joey's Grandmom","Mary-Theresa",1
3,"Joey's Sister","Mary-Angela",1
3,"Joey's Sister","Mary-Theresa",1
3,"Joey's Sisters","Monica",1
3,"Joey's Sisters","Phoebe",1
3,"Joey's Sisters","Rachel",1
3,"Joey's Sisters","Ross",1
3,"Joey's Sisters","Sister 1",1
3,"Julio","Man",1
3,"Julio","Monica",2
3,"Julio","Quartet",1
3,"Kate","Lauren",4
3,"Kate","Stage Manager",1
3,"Kate","The Director",6
3,"Kate","Woman",1
3,"Lauren","Monica",1
3,"Lauren","Pete",1
3,"Lauren","Rachel",1
3,"Lauren","Ross",1
3,"Lauren","Stage Manager",2
3,"Lauren","The Director",3
3,"Lauren","Woman",1
3,"Leader","Ross",1
3,"Lecturer","Rachel",1
3,"Lecturer","Ross",1
3,"Leslie","Monica",1
3,"Leslie","Phoebe",4
3,"Leslie","Singer",1
3,"Machine","Michelle",1
3,"Machine","Monica",2
3,"Machine","Phoebe",2
3,"Machine","Rachel",2
3,"Machine","Richard",2
3,"Machine","Ross",2
3,"Machine","The Guys",1
3,"Machine","Woman's Voice",1
3,"Malcom","Phoebe",2
3,"Man","Mark",1
3,"Man","Quartet",2
3,"Man","Rachel",2
3,"Man","Ross",2
3,"Man","The Bass Barber",1
3,"Man","Tommy",1
3,"Margha","Monica",2
3,"Margha","Phoebe",2
3,"Margha","Rachel",2
3,"Margha","Ross",2
3,"Margha","The Guys",1
3,"Margha","Woman",1
3,"Mark","Quartet",1
3,"Mark","Rachel",10
3,"Mark","Ross",7
3,"Mark","The Bass Barber",1
3,"Mark","Woman",1
3,"Mary-Angela","Mary-Theresa",1
3,"Matress King","Monica",1
3,"Matress King","Phoebe",1
3,"Matress King","Ross",1
3,"Michelle","Monica",1
3,"Michelle","Phoebe",1
3,"Michelle","Rachel",1
3,"Michelle","Richard",1
3,"Michelle","Ross",1
3,"Mike","Phoebe",1
3,"Mike","Rachel",1
3,"Mike","Ross",1
3,"Mischa","Monica",2
3,"Mischa","Phoebe",3
3,"Mischa","Sergei",2
3,"Monica","Mr Geller",1
3,"Monica","Mr Heckles",1
3,"Monica","Pete",17
3,"Monica","Pete's Mom",1
3,"Monica","Phoebe",94
3,"Monica","Rachel",80
3,"Monica","Referee",1
3,"Monica","Richard",9
3,"Monica","Richard's Date",1
3,"Monica","Robin Williams",1
3,"Monica","Ross",77
3,"Monica","Secretary",1
3,"Monica","Sergei",1
3,"Monica","Singer",2
3,"Monica","Sister 1",1
3,"Monica","Spokeswoman",1
3,"Monica","Susan",2
3,"Monica","The Director",1
3,"Monica","The Girls",2
3,"Monica","The Guys",5
3,"Monica","Tommy",1
3,"Monica","Tv Announcer",1
3,"Monica","Video",1
3,"Monica","Vince",1
3,"Monica","Waitress",1
3,"Monica","Walker",1
3,"Monica","Woman",1
3,"Monica","Woman's Voice",1
3,"Mr Geller","Video",1
3,"Mr Heckles","Phoebe",1
3,"Mr Heckles","Ross",1
3,"Mr Kaplan","Rachel",1
3,"Mrs Geller","Rachel",1
3,"Mrs Geller","Ross",1
3,"Pete","Pete's Mom",1
3,"Pete","Phoebe",4
3,"Pete","Rachel",4
3,"Pete","Referee",1
3,"Pete","Ross",5
3,"Pete","Secretary",1
3,"Pete","Spokeswoman",1
3,"Pete","The Director",1
3,"Pete's Mom","Phoebe",1
3,"Pete's Mom","Rachel",1
3,"Pete's Mom","Ross",1
3,"Phil","Stevens",1
3,"Phoebe","Phoebe Sr",2
3,"Phoebe","Rachel",75
3,"Phoebe","Richard",2
3,"Phoebe","Robert",4
3,"Phoebe","Robin Williams",1
3,"Phoebe","Ross",75
3,"Phoebe","Sergei",3
3,"Phoebe","Singer",2
3,"Phoebe","Sister 1",1
3,"Phoebe","The Girls",2
3,"Phoebe","The Guys",5
3,"Phoebe","Tommy",1
3,"Phoebe","Tv Announcer",1
3,"Phoebe","Vince",3
3,"Phoebe","Woman",1
3,"Phoebe","Woman's Voice",1
3,"Quartet","Rachel",1
3,"Quartet","Ross",1
3,"Quartet","The Bass Barber",1
3,"Rachel","Richard",3
3,"Rachel","Robert",1
3,"Rachel","Robin Williams",1
3,"Rachel","Ross",106
3,"Rachel","Sister 1",1
3,"Rachel","Sophie",4
3,"Rachel","Susan",1
3,"Rachel","The Bass Barber",1
3,"Rachel","The Director",1
3,"Rachel","The Girls",2
3,"Rachel","The Guys",5
3,"Rachel","Tommy",3
3,"Rachel","Tv Announcer",1
3,"Rachel","Vince",1
3,"Rachel","Waitress",1
3,"Rachel","Walker",1
3,"Rachel","Woman",2
3,"Rachel","Woman's Voice",1
3,"Referee","Ross",1
3,"Richard","Richard's Date",1
3,"Richard","Ross",2
3,"Richard","The Guys",1
3,"Richard","Woman's Voice",1
3,"Robert","Ross",4
3,"Robin Williams","Ross",1
3,"Ross","Sarah",3
3,"Ross","Sherman Whitfield",1
3,"Ross","Singer",1
3,"Ross","Sister 1",1
3,"Ross","Sophie",1
3,"Ross","Susan",2
3,"Ross","The Bass Barber",1
3,"Ross","The Director",1
3,"Ross","The Girls",1
3,"Ross","The Guys",4
3,"Ross","Tommy",3
3,"Ross","Tv Announcer",1
3,"Ross","Vince",1
3,"Ross","Whitfield",1
3,"Ross","Woman",3
3,"Ross","Woman's Voice",1
3,"Sherman Whitfield","Whitfield",1
3,"The Director","Woman",1
3,"The Girls","The Guys",1
3,"The Guys","Woman's Voice",1
4,"a Waiter","Joey",1
4,"a Waiter","Monica",1
4,"a Waiter","The Waiter",1
4,"Alice","Chandler",2
4,"Alice","Dr Zane",1
4,"Alice","Frank",5
4,"Alice","Joey",2
4,"Alice","Monica",2
4,"Alice","Phoebe",6
4,"Alice","Phoebe Sr",1
4,"Alice","Rachel",2
4,"Alice","Ross",1
4,"Amanda","Ross",1
4,"Another Scientist","Another Tour Guide",1
4,"Another Scientist","Joey",1
4,"Another Scientist","Older Scientist",1
4,"Another Scientist","Ross",1
4,"Another Scientist","Tour Guide",1
4,"Another Tour Guide","Joey",1
4,"Another Tour Guide","Older Scientist",1
4,"Another Tour Guide","Ross",1
4,"Another Tour Guide","Tour Guide",1
4,"Bank Officer","Chandler",1
4,"Bank Officer","Ms Lambert",1
4,"Bank Officer","Ross",1
4,"Bonnie","Rachel",1
4,"Bonnie","Ross",1
4,"Carol","Emily",2
4,"Carol","Ross",3
4,"Carol","Susan",2
4,"Casey","Chandler",1
4,"Casey","Joey",1
4,"Chandler","Cheryl",1
4,"Chandler","Drew",1
4,"Chandler","Drunk Man",1
4,"Chandler","Emily",8
4,"Chandler","Felicity",1
4,"Chandler","Fergie",1
4,"Chandler","Frank",1
4,"Chandler","Gunther",8
4,"Chandler","Gym Employee",1
4,"Chandler","It's 6",1
4,"Chandler","It's 9",1
4,"Chandler","Janice",5
4,"Chandler","Joanna",2
4,"Chandler","Joey",114
4,"Chandler","Joshua",3
4,"Chandler","Kathy",16
4,"Chandler","Kathy's Co-Star",1
4,"Chandler","Marjorie",1
4,"Chandler","Mike",1
4,"Chandler","Minister",1
4,"Chandler","Minster",1
4,"Chandler","Monica",79
4,"Chandler","Mr Geller",3
4,"Chandler","Mr Treeger",2
4,"Chandler","Mrs Geller",3
4,"Chandler","Mrs Waltham",3
4,"Chandler","Ms Lambert",1
4,"Chandler","Peter",1
4,"Chandler","Phoebe",76
4,"Chandler","Phoebe Sr.",1
4,"Chandler","Rachel",76
4,"Chandler","Ross",83
4,"Chandler","Sleep Clinic Worker",1
4,"Chandler","Sophie",1
4,"Chandler","The Cigarette Guy",1
4,"Chandler","The Doctor",1
4,"Chandler","The Girls",1
4,"Chandler","The Guys",1
4,"Chandler","The Salesman",1
4,"Chandler","The Stripper",2
4,"Chandler","Tim",1
4,"Chandler","Tony",1
4,"Chandler","Voice",1
4,"Chandler","Waiter",1
4,"Chandler","Woman",4
4,"Charlton Heston","Joey",1
4,"Cheryl","Monica",2
4,"Cheryl","Phoebe",1
4,"Cheryl","Rachel",1
4,"Cheryl","Ross",3
4,"Chip","Monica",4
4,"Chip","Rachel",2
4,"Chip","Ross",1
4,"Chloe","Rachel",1
4,"Chloe","Ross",1
4,"Devon","Emily",1
4,"Devon","Liam",1
4,"Devon","Ross",1
4,"Doctor","Dr Timothy Burke",1
4,"Doctor","Monica",1
4,"Doctor","Nurse",1
4,"Doctor","Rachel",1
4,"Dr Timothy Burke","Monica",1
4,"Dr Timothy Burke","Nurse",1
4,"Dr Timothy Burke","Rachel",1
4,"Dr Zane","Frank",1
4,"Dr Zane","Phoebe",2
4,"Drew","Mike",1
4,"Drunk Man","Monica",1
4,"Drunk Man","Mr Geller",1
4,"Drunk Man","Ross",1
4,"Emily","Felicity",1
4,"Emily","Gunther",1
4,"Emily","Joey",11
4,"Emily","Joshua",2
4,"Emily","Liam",2
4,"Emily","Minister",1
4,"Emily","Minster",1
4,"Emily","Monica",11
4,"Emily","Mr Geller",2
4,"Emily","Mr Waltham",2
4,"Emily","Mrs Geller",2
4,"Emily","Mrs Waltham",2
4,"Emily","Phoebe",10
4,"Emily","Rachel",7
4,"Emily","Ross",24
4,"Emily","Susan",2
4,"Emily","Ticket Agent",1
4,"Emily","Woman",1
4,"Felicity","Joey",2
4,"Felicity","Mr Geller",1
4,"Felicity","Mr Waltham",1
4,"Felicity","Mrs Geller",1
4,"Felicity","Mrs Waltham",1
4,"Felicity","Phoebe",1
4,"Felicity","Rachel",1
4,"Felicity","Ross",1
4,"Fergie","Joey",1
4,"Fergie","Monica",1
4,"Fergie","Ross",1
4,"Frank","Joey",1
4,"Frank","Monica",2
4,"Frank","Phoebe",5
4,"Frank","Phoebe Sr",1
4,"Frank","Rachel",2
4,"Frank","Ross",1
4,"Gunther","Joey",8
4,"Gunther","Joshua",2
4,"Gunther","Kathy",2
4,"Gunther","Monica",4
4,"Gunther","Phoebe",6
4,"Gunther","Rachel",5
4,"Gunther","Ross",8
4,"Gunther","The Stripper",1
4,"Guy","Joey",1
4,"Gym Employee","Ross",1
4,"Gym Employee","Woman",1
4,"Housekeeper","Phoebe",1
4,"Interviewer","Phoebe",1
4,"It's 6","Joey",1
4,"It's 6","Rachel",1
4,"It's 6","Ross",1
4,"It's 9","Joey",1
4,"It's 9","Monica",1
4,"It's 9","Phoebe",1
4,"It's 9","Rachel",1
4,"Janice","Joey",2
4,"Janice","Monica",1
4,"Janice","Phoebe",2
4,"Janice","Rachel",2
4,"Janice","Ross",1
4,"Joanna","Mr Posner",1
4,"Joanna","Mrs Lynch",1
4,"Joanna","Rachel",6
4,"Joanna","Sophie",2
4,"Joey","Joshua",3
4,"Joey","Kathy",9
4,"Joey","Kitchen Worker",1
4,"Joey","Liam",1
4,"Joey","Marjorie",1
4,"Joey","Minister",1
4,"Joey","Minster",1
4,"Joey","Monica",72
4,"Joey","Mr Geller",3
4,"Joey","Mr Treeger",5
4,"Joey","Mr Waltham",1
4,"Joey","Mrs Geller",4
4,"Joey","Mrs Waltham",3
4,"Joey","Older Scientist",1
4,"Joey","Peter",1
4,"Joey","Phoebe",71
4,"Joey","Phoebe Sr.",1
4,"Joey","Rachel",63
4,"Joey","Ross",76
4,"Joey","Sleep Clinic Worker",1
